Song,Artist,Link,Year,Month,Count/Month
Club Soda,Hala ,rFi5aJQFuCg,2021,Sep,1
I Can't Dance,Michael Seyer ,NY_UFLqb324,2021,Sep,1
You,Good Morning ,sgjTb7UQe2A,2021,Sep,1
Alewife,Clairo ,c0qxGPRDdtM,2021,Sep,2
Hold It Together,The Marías ,UgctoczKTeM,2021,Sep,8
Better,SG Lewis ,gG2RTa7Sybg,2021,Sep,3
Fall Down,Crumb ,xACGEOJ3Rxw,2021,Sep,1
Sinking,Clairo ,2ZGnKFSluiQ,2021,Sep,2
North,Clairo ,6bfnOsT3uR0,2021,Sep,7
Lucky Sue,Men I Trust ,tjiKTO3KTv0,2021,Sep,2
kate's not here,girl in red ,KG2PYKCVZJQ,2021,Sep,2
Softly,Clairo ,u1l2WIxrJVQ,2021,Sep,10
Impossible,Clairo ,Qz174ODNvNI,2021,Sep,12
Bye Bye Macadam,Rone ,MBqXa7TtbGQ,2021,Sep,1
Sleepwalking,The Chain Gang of 1974 ,tuhfkDfmIPk,2021,Sep,1
It Was Only a Dream,Timecop1983 ,Jv4cXK5EHaE,2021,Sep,1
Under Your Spell,Desire ,SoH0BWBmVZY,2021,Sep,1
Get Lost,Breakbot ,xVHK0WMRlq0,2021,Sep,1
Testarossa Autodrive,Kavinsky ,ld9ym3eo2cA,2021,Sep,1
The Trip,Still Corners ,dChqaYS7NUg,2021,Sep,2
Between the Buttons,French 79 ,yarFH8myBvo,2021,Sep,2
A Real Hero,College ,X2NmCohQcHw,2021,Sep,1
Odd Look,Kavinsky ,vJ1oyOazhEk,2021,Sep,1
Kavinsky - Odd Look ft. The Weeknd,KavinskyVEVO,N70DRo8_WwA,2021,Sep,3
Shooting Holes,Twin Shadow ,qx9lg9qX3aU,2021,Sep,1
Remind Me,Bekulah ,h04LjPjIFes,2021,Sep,1
High Pressure Dave,HEALTH ,Ny_HsSmiL9A,2021,Sep,2
Cold Air,The Hics ,c50Mxr-AL40,2021,Sep,1
The Grass Seems Greener,Mellow Fellow ,xsB2TkBZK7Y,2021,Sep,1
Oh Dove,Men I Trust ,LrimGUGtJhQ,2021,Sep,1
Part III,Crumb ,P0IlDI2hK14,2021,Sep,1
On The Street,Good Morning ,E7nB7-rSlW0,2021,Sep,1
Della Reese at the Movies,Michael Seyer ,A7WsadvKuZQ,2021,Sep,1
Cariño,The Marías ,nggh05tQnSg,2021,Sep,4
Xanax Blues,Michael Seyer ,uVzhX88vPcQ,2021,Sep,1
Superclean,The Marías ,hIpXzm9g_C8,2021,Sep,1
Dorothy,Her's ,P3zy9q1TVUk,2021,Sep,1
Who's to Blame,Good Morning ,7EimLHYHFag,2021,Sep,1
Hey Good Lookin',Blonde Tongues ,uLyYQFsiPa8,2021,Sep,2
Sonata for a Bad Ghost,Michael Seyer ,r67gaf0friU,2021,Sep,1
I Think I Like When It Rains,WILLIS ,HpYdA-06jTc,2021,Sep,1
"Lonely Zone (feat. Mellow Fellow, Ruru & Paul Cherry)",Vansire ,uZl3fl4yph0,2021,Sep,1
Slow Dancing with Misery,Michael Seyer ,_pbQUM3hSYk,2021,Sep,1
What Would I Do?,Strawberry Guy ,scxQ2GQnhCY,2021,Sep,1
A Dream of You,Far Caspian ,CnkFFbLp2xk,2021,Sep,6
Nothing Lasts,Bedroom ,yDlty38M_ZE,2021,Sep,2
Locket,Crumb ,xKmqwrQFlpA,2021,Sep,4
Weekend Run,Unknown Mortal Orchestra ,jIFrNP22A0E,2021,Sep,2
I Left My Heart Strings near San Francisco,Michael Seyer ,1yKZIqdaZe4,2021,Sep,2
Crystalfilm,Little Dragon ,WOFyzIfqANs,2021,Sep,1
Sunrise,Slaptop ,s1la-DebsyQ,2021,Sep,1
Holiday (Keljet Remix),That's Nice ,v1SSA9Qmy0Q,2021,Sep,1
Heart in the Pipes (KAUF Remix),The Tony Castles ,jNzZIlVuuxY,2021,Sep,1
The Universe on Your Eyes,Cavid Askerov ,r013JnVtync,2021,Sep,1
Old Love / New Love,Twin Shadow ,3D8wcJNweNQ,2021,Sep,1
Polish Girl,Neon Indian ,FtXfOU07kfs,2021,Sep,2
Strangers In The Wind,Cut Copy ,VxKC8zluLCY,2021,Sep,2
XXX 88 (Kilter Remix),MØ ,rDgmXTkNYjc,2021,Sep,1
Royal Blue,You Drive ,r_3MA3P6qOM,2021,Sep,2
Peach Pit - Shampoo Bottles (Official Video),PeachPitVEVO,DCi9I7ylt14,2021,Sep,1
Peach Pit - Seventeen (Official Video),PEACH PIT,wI8fL77-0e0,2021,Sep,1
The Less I Know The Better,Tame Impala ,PvM79DJ2PmM,2021,Sep,3
Hurts,Tahiti 80 ,VDwVNE04hkM,2021,Sep,4
Air,Men I Trust ,Tg5kgUo608M,2021,Sep,2
Harvest Moon,Poolside ,wjZH_8EmFvQ,2021,Sep,1
Every Time Around,Vansire ,ENJZshdeuWI,2021,Sep,1
One Last Time,Summer Salt ,woykVFF9UtQ,2021,Sep,3
Maybe Another Time,Feng Suave ,9x5FwtvQLwQ,2021,Sep,1
Mystery,Ralph Castelli ,MLvGryWP7EU,2021,Sep,2
Till the Morning,Zero Cult ,Fh--fcq69vU,2021,Sep,1
Seven,Men I Trust ,cckL4mfOC0E,2021,Sep,3
"Prune, You Talk Funny",Gus Dapperton ,avU4dEmb12k,2021,Sep,4
High,Harry Nathan ,zyyzR3xh4dE,2021,Sep,2
Candy Wrappers,Summer Salt ,hB2ru2Xmpu8,2021,Sep,1
Endless Strive (feat. Thomas),Men I Trust ,nGkJsGB-xKA,2021,Sep,1
Beat 54 (All Good Now),Jungle ,GZKTxVSaR2A,2021,Sep,1
On Your Own,Meltt ,gBcDLWs8f2I,2021,Sep,1
Round and Round,Ariel Pink ,N3LluT6gj5o,2021,Sep,1
Glass Hearts,Brett ,_HTkkVGIRWA,2021,Sep,1
Hex Girlfriend,Neon Indian ,h2c-3ZLBp7M,2021,Sep,1
Heartbreak,Age of Consent ,h-QhQaGVS-o,2021,Sep,1
Psychic City (Classixx Remix),YACHT ,VOnlvbBOJac,2021,Sep,1
Blizzard,Kavinsky ,k2anCa3Xonk,2021,Sep,1
It All Feels Right,Washed Out ,uFwEamjTJa4,2021,Sep,1
While I'm Alive,STRFKR ,fbjjKelavgo,2021,Sep,1
Diamond Veins (feat. Sarah Rebecca),French 79 ,sNaQBEcUqsI,2021,Sep,1
Strange Pleasures,Still Corners ,MDmSXz7sLDI,2021,Sep,1
Midnight,Leon Bridges ,-KIHsqNNZhY,2021,Sep,1
Thinking Of A Place,The War On Drugs ,NVKbnXRXQog,2021,Sep,6
Cold Little Heart,Michael Kiwanuka ,V1aeh3NbMDQ,2021,Sep,7
Time (You and I),Khruangbin ,3HdTbT_2Mn8,2021,Sep,1
Molly Burch - Emotion feat. Wild Nothing (Official Lyric Video),MollyBurchVEVO,DMxWz6sMvWE,2021,Sep,1
Fool,Molly Burch ,hlzXAmWNFR8,2021,Sep,1
So Tired,Crumb ,JzcLYU6meaM,2021,Sep,1
Sweet Bird,Young Hunting ,HNd5HHTqwbE,2021,Sep,1
Hand Over Hand,Roland Faunte ,Gm6hT2Bc-mk,2021,Sep,1
Seventeen,Peach Pit ,uyuzHPmiGI8,2021,Sep,1
In a Year of 13 Moons,Current Joys ,c7yo8nxwOd4,2021,Sep,1
Drop the Guillotine,Peach Pit ,9RCSru8wkZM,2021,Sep,1
Loneliest Heart,Molly Burch ,uCCgtC_mEcg,2021,Sep,1
Comatose,Low Hum ,Ft8lBPRqU6o,2021,Sep,5
Peach Pit,Peach Pit ,p4y4eT1cJ54,2021,Sep,1
Don't You Dare,Mellow Fellow ,lBVG2Dh1r2k,2021,Sep,1
I Feel Best When I'm Alone,Michael Seyer ,mlHLde6c4mw,2021,Sep,1
Feels Like We're Dying,Johnny Goth ,YKFcJ7fczSc,2021,Sep,1
Change Your Mind,CASTLEBEAT ,c6B0SHIt4Lw,2021,Sep,1
Freak In Me,Mild Orange ,EvGrmxOzEDE,2021,Sep,1
I Love You Still,Molly Burch ,gtlV5IyNpUA,2021,Sep,1
Birds Dont Sing,TV Girl ,_9XO2v2Q96Y,2021,Sep,1
You'll Be Alright (feat. Teenage Granny),Mellow Fellow ,6uMVua5u_-E,2021,Sep,1
Hold On,Roosevelt ,bKZugEWDJ5A,2021,Sep,2
Closer,Kerala Dust ,RPYyVc9a3UE,2021,Sep,2
Enough to Believe,Bob Moses ,1Nm1DIO-ksQ,2021,Sep,2
Rearrange My Mind,Monolink ,P1FhVYM7rGM,2021,Sep,1
All I Want,Bob Moses ,E3X32f4T4cM,2021,Sep,2
Keeping Me Alive,Bob Moses ,MIweJM5BSgA,2021,Sep,1
Battle Lines,Bob Moses ,IkSoZO_fKH8,2021,Sep,1
Too Close For Comfort,Bob Moses ,QcYXVYiwtfQ,2021,Sep,1
Borderline,Tame Impala ,rymYToIEL9o,2021,Sep,1
Like It Or Not,Bob Moses ,IsH8bBnR43I,2021,Sep,1
Vow,TENDER ,hxUysEE8O8g,2021,Sep,1
Lorde - Solar Power,LordeVEVO,wvsP_lzh2-8,2021,Sep,1
Become the Warm Jets,Current Joys ,MwQd828yKkM,2021,Sep,1
Plants,Crumb ,ajyBZVSNCiI,2021,Sep,1
Heaven Only Knows,Michael Seyer ,YG9QyvjdKzs,2021,Sep,1
Sweet to Me,Summer Salt ,iijU53NVjHM,2021,Sep,1
Father,Michael Seyer ,nDBvgo-L0vo,2021,Sep,1
Hide & Seek,Michael Seyer ,AFKhVDdULac,2021,Sep,1
Tree Among Shrubs,Men I Trust ,3Phnt8fNiXI,2021,Sep,1
Partridge,Clairo ,nC2xCZFBtxE,2021,Sep,2
Blue,Far Caspian ,Vz3Lq3AGsaM,2021,Sep,3
Breakfast in Bed,Michael Seyer ,SYpucZe-ffs,2021,Sep,2
Perfect Places,Lorde ,Cuni8n0bwx0,2021,Sep,7
Phoebe Bridgers - Scott Street (Official Music Video),The FADER,BBBxzmyeNdw,2021,Sep,1
Tennis - Runner (Official Video),Tennisinc,Z6kNQEzQJpA,2021,Sep,1
Hazel English - Never Going Home [Official Video],Hazel English,XgN_OFosKzY,2021,Sep,1
"Snail Mail - ""Heat Wave"" (Official Video)",Matador Records,-d91Qn8QUks,2021,Sep,1
Peach Pit - Alrighty Aphrodite (Official Video),PEACH PIT,ICNtZKmQGMw,2021,Sep,1
Soccer Mommy - bloodstream (Official Video),Soccer Mommy,K8-J8V8cwTU,2021,Sep,1
The Japanese House - Maybe You're the Reason,TheJapaneseHouseVEVO,dEzYD4ZielY,2021,Sep,1
Soccer Mommy - Cool (Official Music Video),SoccerMommyVEVO,7Phsup-LrII,2021,Sep,1
Soccer Mommy - circle the drain (Official Music Video),SoccerMommyVEVO,DTc1w32Vbeo,2021,Sep,1
Days Gone By,Bob Moses ,4N1mXzcu7GA,2021,Sep,1
Happy Man,Jungle ,MyzRJQNKrYA,2021,Sep,1
Too Much Is Never Enough,Bob Moses ,XYwuxgUWKhU,2021,Sep,1
Shadows,Roosevelt ,a3qH9JjXJ-M,2021,Sep,1
Closer Still,TENDER ,_jjnr3QVn9E,2021,Sep,1
Hush,The Marías ,UQsA-YvjaJw,2021,Sep,4
Desire (Single Edit),Bob Moses ,KIsFBt8CTn0,2021,Sep,1
These Times,Far Caspian ,uikmmCi-aB0,2021,Sep,2
If I Could Play the Piano,Ralph Castelli ,4AE6jtuxQyQ,2021,Sep,1
Ylang Ylang,FKJ ,oRS2p1GKqyU,2021,Sep,1
Kickback,Omar Apollo ,GCeAbNdOQHE,2021,Sep,1
Weak Signal,Mild Minds ,v2EOFs7S4aM,2021,Sep,1
The Way Things Change,Yellow Days ,qdbiTdjy1BA,2021,Sep,1
Pretty Old Man,No Buses ,zpIPek5fV6k,2021,Sep,1
Feeling Lonely,boy pablo ,CmbHrIEu2gM,2021,Sep,1
505,Arctic Monkeys ,qU9mHegkTc4,2021,Sep,1
Parcels - Somethinggreater (Official Music Video),Parcels,pU6pdNNJM5M,2021,Sep,1
Thunder,Roy Blair ,3u9DdQ1TVo0,2021,Sep,1
Heaven,Clairo ,1d3iOGIB10I,2021,Sep,2
Kiss Me More,Doja Cat ,ui7M7j7caHA,2021,Sep,1
I Like It,The Marías ,2bkvMcpSvXs,2021,Sep,5
Lonely,Ralph Castelli ,NETghWm8lM4,2021,Sep,1
Let's Go Outside,Far Caspian ,QMtnZLWB608,2021,Sep,3
"Moodna, Once With Grace",Gus Dapperton ,blQ0CYkPqR4,2021,Sep,1
F Song,Strawberry Guy ,0qlvKgm-WXM,2021,Sep,1
No Roots,Alice Merton ,N1rXoRwh_ig,2021,Sep,1
Old Pine,Ben Howard ,Coj1Nb2DY_w,2021,Sep,1
That Bird,The Teskey Brothers ,nPwUokblaRo,2021,Sep,1
Take Me To Church,Hozier ,JKlYOUfviXM,2021,Sep,1
End Of The Affair,Ben Howard ,IEbUkhk74oY,2021,Sep,1
So We Won't Forget,Khruangbin ,iPGFwQmMiJk,2021,Sep,1
Love & Hate,Michael Kiwanuka ,w44dlsnJ1no,2021,Sep,2
The Weeknd - Wicked Games (Official Video - Explicit),TheWeekndVEVO,O1OTWCd40bc,2021,Sep,1
The Weeknd - Often (NSFW) (Official Video),TheWeekndVEVO,JPIhUaONiLU,2021,Sep,1
Majid Jordan - Every Step Every Way (Official Video),MAJID JORDAN,X-vCNmpyVdI,2021,Sep,1
Calvin Harris & Disciples - How Deep Is Your Love,CalvinHarrisVEVO,EgqUJOudrcM,2021,Sep,1
"Calvin Harris, Sam Smith - Promises (Official Video)",CalvinHarrisVEVO,kkLk2XWMBf8,2021,Sep,1
The Neighbourhood - Softcore (Audio),TheNeighbourhoodVEVO,ggG9ySCChYw,2021,Sep,1
The Weeknd - Save Your Tears (Official Music Video),TheWeekndVEVO,XXYlFuWEuKI,2021,Sep,1
Gesaffelstein & The Weeknd - Lost in the Fire (Official Video),GesaffelsteinVEVO,ZGDGdRIxvd0,2021,Sep,3
Soaked,BENEE ,wccq2vbS1Rg,2021,Sep,3
Brooklyn Baby,Lana Del Rey ,ntZONYzAMCo,2021,Sep,2
Summertime Sadness,Lana Del Rey ,fRQg_9ulGuI,2021,Sep,1
Hard Feelings/Loveless,Lorde ,TVpvzcz2VMU,2021,Sep,1
These Days,Wallows ,_aKquq1mOQ0,2021,Sep,2
Blue Jeans,Lana Del Rey ,hqQeRUg6U3w,2021,Sep,1
Tennis Court,Lorde ,n9diBNW4j7M,2021,Sep,5
The Weeknd - I Feel It Coming ft. Daft Punk (Official Video),TheWeekndVEVO,qFLhGq0060w,2021,Sep,1
The Weeknd - Earned It (from Fifty Shades Of Grey) (Official Video - Explicit),TheWeekndVEVO,waU75jdUnYw,2021,Sep,1
The Weeknd - Can't Feel My Face (Official Video),TheWeekndVEVO,KEI4qSrkPAs,2021,Sep,1
Phantogram - Black Out Days,PhantogramVEVO,a0ul-BghOAs,2021,Sep,1
The Neighbourhood - Stuck with Me (Audio),TheNeighbourhoodVEVO,UWBC2bv5O7U,2021,Sep,1
Daft Punk ft. Julian Casablancas - Instant Crush (Official Video),DaftPunkVEVO,a5uQMwRMHcs,2021,Sep,2
The Neighbourhood - Daddy Issues (Official Video),TheNeighbourhoodVEVO,_lMlsPQJs6U,2021,Sep,1
Please Don't Go,Mykey ,0NMwculmIGA,2021,Sep,1
Pink Lemonade,Alfie Templeman ,KcKpoKid1Bg,2021,Sep,1
Metamodernity,Vansire ,LHsVtH0CS7I,2021,Sep,1
Yam Yam,No Vacation ,WCSuv56YwQQ,2021,Sep,4
Dræm Girl,No Vacation ,3wy_QjOFJl4,2021,Sep,2
Bags,Clairo ,TIb3Qlv4D1A,2021,Sep,6
Pretty Girl,Clairo ,3ZgZ-Jj8aB4,2021,Sep,3
Sofia,Clairo ,wD__jpWgWkQ,2021,Sep,4
Was It Something I Said,Mykey ,zoae8_0HG1Y,2021,Sep,3
Tú,maye ,g-mh4JTOhVw,2021,Sep,1
come out and play,Billie Eilish ,b88dtuQoXBE,2021,Sep,1
"WTC Collapse Clips -- Anonymous Release from 2008 (No Audio, Enhanced Quality)",EnhancedWTCVideos,R889eSvuS-w,2021,Sep,1
Lifelong Song,Men I Trust ,7uDYWqkqF-0,2021,Sep,1
"Toking, Dozing",Feng Suave ,XbX8cj-c-nE,2021,Sep,1
Calling U Back,The Marías ,-AglOVZzVqQ,2021,Sep,1
Erreur 404,L'Impératrice ,jazeXHnL8Xk,2021,Sep,3
Halcyon Age,Vansire ,sbqN4AlgPxY,2021,Sep,2
Basta Ya,The Marías ,kPb7qcwwHSk,2021,Sep,3
Everyone You Know - She Don't Dance (Official Video),EveryoneYouKnowVEVO,ITg14gb3ofo,2021,Sep,1
John Legend - All of Me (Official Video),johnlegendVEVO,450p7goxZqg,2021,Sep,1
Duke Dumont - Ocean Drive (Official Music Video),DukeDumontVEVO,KDxJlW6cxRk,2021,Sep,1
Tame Impala - Let It Happen (Official Video),tameimpalaVEVO,pFptt7Cargc,2021,Sep,1
The Chain Gang of 1974 - Sleepwalking,The Chain Gang Of 1974,rprf7LEraU4,2021,Sep,1
Disclosure - You & Me (Flume Remix) [Official Video],Flume,8x-M7AkTvrQ,2021,Sep,1
Kavinsky - Nightcall (Official Audio - HD),RecordMakers,46qo_V1zcOM,2021,Sep,1
Ready Now,dodie ,gt3Fwn2aM20,2021,Sep,1
Human,dodie ,PppNloWCMXg,2021,Sep,1
Rainbow,dodie ,UnJ279Ub-N4,2021,Sep,1
Nobody,Mitski ,GVZqDCG2VrA,2021,Sep,1
Absolutely Smitten,dodie ,fyMbqu1lj84,2021,Sep,1
Moral of the Story,Ashe ,6o9gIA72C88,2021,Sep,1
Guiltless (Bonus),dodie ,BcedN1MLf3o,2021,Sep,1
If I'm Being Honest,dodie ,ljRAR8LXo1k,2021,Sep,1
Monster,dodie ,k_L5ONAiDAE,2021,Sep,1
She,dodie ,gEdZFhCEjWI,2021,Sep,1
Arms Unfolding,dodie ,5aW8ZN43UMA,2021,Sep,1
1950,King Princess ,BBBN6yUcef0,2021,Sep,1
Find a Way,MIAW ,TK7h5XXrpEc,2021,Sep,2
Supercut,Lorde ,KxSzt51xnkU,2021,Sep,1
One More Night,Michael Kiwanuka ,anzFiFhX7rA,2021,Sep,1
sangria,Easy Life ,7uD_3S9JteM,2021,Sep,2
Nebraska,Low Hum ,9CF0sZoRNvs,2021,Sep,1
Hunnybee,Unknown Mortal Orchestra ,KT06acweumY,2021,Sep,1
When She's Gone,Josh Fudge ,tNr1pYUHvtc,2021,Sep,2
Stop Thinking (About Me),Alfie Templeman ,hINC1_xMUWc,2021,Sep,1
4EVER,Clairo ,EssffHluL5w,2021,Sep,5
Good Morning,Ralph Castelli ,rzKfNvqQKsQ,2021,Sep,1
I Don't Know Me Like You Do,Low Hum ,qwN2SSlsM7M,2021,Sep,2
Running,Ralph Castelli ,5kASkR3ROo8,2021,Sep,1
Fool of You,Meltt ,mgD1fz-QlLo,2021,Sep,1
Now You Know,Mild Orange ,pb9KXbkMJAY,2021,Sep,1
Everybody Wants To Rule The World (From “The Hunger Games: Catching Fire” Soundtrack),Lorde ,jlm4QqNAPiE,2021,Sep,1
Timber,Pitbull ,vFX5SHo_6Rs,2021,Sep,1
Green Light,Lorde ,gp3T60xhvBw,2021,Sep,1
Don't Stop (Color on the Walls),Foster the People ,VONvSk9qEu8,2021,Sep,1
Liability,Lorde ,l4WhsXAvZgc,2021,Sep,1
Paradise,Coldplay ,Q0TEUMPIhk8,2021,Sep,1
my future,Billie Eilish ,LRq3xHN2s_c,2021,Sep,1
Doin' Time,Lana Del Rey ,5NAlXos329A,2021,Sep,1
Ribs,Lorde ,B25PAgrFQ-k,2021,Sep,2
Pictures of Girls,Wallows ,ZRz8ErJoePA,2021,Sep,1
Where's My Love (Acoustic),SYML ,YHxiqCHqz0A,2021,Sep,1
Team,Lorde ,zTz_qdgEgMg,2021,Sep,1
Supalonely,BENEE ,o47dgV2xMcQ,2021,Sep,4
Royals,Lorde ,cVWOEx4Xdhs,2021,Sep,1
Can't Run Forever,Hembree ,HRnm0iig4F0,2021,Sep,1
Tongue Tied,Grouplove ,v4vkihCniBk,2021,Sep,1
Pretty Face,Public ,7e-jX-Tnmxo,2021,Sep,1
Hurt Somebody,Noah Kahan ,JVGVl1OUpeU,2021,Sep,1
Pleaser,Wallows ,9hkSC2i0fdo,2021,Sep,1
Adore You,Harry Styles ,vum2bUJwfkI,2021,Sep,2
SLOW DANCING IN THE DARK,Joji ,5xwmensMDn0,2021,Sep,1
Scrawny,Wallows ,VQmhQiGmsbU,2021,Sep,1
Tommy's Party,Peach Pit ,9M-Iinvaxcs,2021,Sep,1
Tides,Men I Trust ,G3ImUmsbklk,2021,Sep,1
You Are the Right One,Sports ,1Mp5UXAUKIM,2021,Sep,1
Heaven Up There,Palace ,j4Wq42Hyxxo,2021,Sep,1
Troubleman,Electric Guest ,f_KhSJvPT-g,2021,Sep,2
Heaven's Only Wishful (Extended Version),MorMor ,qZuqmNzCths,2021,Sep,1
Nothing in Return,Monsune ,zwBS4EM-HbY,2021,Sep,1
Drops,Jungle ,JgZxO44PjwI,2021,Sep,1
Velvet Light,Jakob ,LQuPclpCIwc,2021,Sep,1
Haunted,Ralph Castelli ,RvgWJsTXHzk,2021,Sep,1
Men I Trust - Oncle Jazz (Full Album HQ),Men I Trust,iVg30U6O764,2021,Sep,2
Men I Trust - All Night (garage session),Men I Trust,GSipxovUB-4,2021,Sep,1
Losing My Way,FKJ ,-tQsjo8SOWg,2021,Sep,1
"Losing My Way (Live at O2 Academy Brixton, 2019)",FKJ ,-Uqyvm_3UpY,2021,Sep,1
Lost in Paris,Tom Misch ,o4AxoGfs-Mo,2021,Sep,1
Water Baby,Tom Misch ,LyC81Hhz3-4,2021,Sep,1
Crazy Dream,Tom Misch ,08Z4BeOU6HM,2021,Sep,1
Money,Michael Kiwanuka ,M6FPIPE5v-0,2021,Sep,1
Disco Yes,Tom Misch ,slXrBYht9KQ,2021,Sep,1
Nightrider,Tom Misch ,ug9E-rhPW78,2021,Sep,1
Movie,Tom Misch ,fMYkGRW1ZxA,2021,Sep,1
In the Midst of It All,Tom Misch ,MkOuHmESR2s,2021,Sep,1
Cherry,Jungle ,HQFFQtsLqPY,2021,Sep,1
Sunshine,Tom Misch ,P3jhLT0TWjQ,2021,Sep,1
Tom Misch - It Runs Through Me (feat. De La Soul) [Official Video],Tom Misch,M1N_wbhAfQ4,2021,Sep,1
Come Back,Tom Misch ,BU7XzxR2t8s,2021,Sep,1
Warm (feat. Mia),Dre'es ,fSfHYxDiuCc,2021,Sep,1
Trouble,Cage The Elephant ,w41e0aBkoZs,2021,Sep,1
Nervous,The Neighbourhood ,b6o9cAzEFb0,2021,Sep,1
Tampa,Small Black ,2Ed_8OkdXo8,2021,Sep,1
Alrighty Aphrodite,Peach Pit ,6e3qnMmeApE,2021,Sep,1
Loving Is Easy,Rex Orange County ,iiynitQi5js,2021,Sep,1
People Help the People,Birdy ,WhVfPHxXZzk,2021,Sep,1
Flight Facilities - Crave you feat. Giselle (Official Video),Flight Facilities,r0bS-YnLf4s,2021,Sep,1
Men I Trust - Tailwhip,Men I Trust,Nt5JZL_21u0,2021,Sep,1
Men I Trust - Tailwhip (live),Men I Trust,iUyfuC8VG5Y,2021,Sep,1
Far Caspian - Blue,blackclothesblackcat,NL3IOJhRQe4,2021,Sep,1
Her’s - What Once Was | Sofar London,Sofar Sounds,OndyizSdCEE,2021,Sep,1
The Heights,Far Caspian ,FvfwDwTRK9o,2021,Sep,2
Love Affair,UMI ,2kL0FrUXFOI,2021,Sep,1
CLOUD,Monsune ,rq3Fad6kLNs,2021,Sep,1
Falling In Love,Cigarettes After Sex ,jig23AoKioo,2021,Sep,1
Nina,Crumb ,w8I6eVV99R8,2021,Sep,1
DameLove,Girl Ultra ,w8NmliXwOes,2021,Sep,1
Space Song,Beach House ,4VX1P_X5ZvA,2021,Sep,4
All of Me Wants All of You (Helado Negro Remix),Sufjan Stevens ,t-h1rMEeDaw,2021,Sep,1
Opera House,Cigarettes After Sex ,nofuBJofQao,2021,Sep,1
Skinny Love,Bon Iver ,95FyXUHv8hk,2021,Sep,1
i love you,Billie Eilish ,WiinVuzh4DA,2021,Sep,1
Yellow,Coldplay ,9qnqYL0eNNI,2021,Sep,1
No Shade in the Shadow of The Cross,Sufjan Stevens ,naz6-tHdNkg,2021,Sep,1
Young And Beautiful (DH Orchestral Version),Lana Del Rey ,nyBxaEsjaSg,2021,Sep,1
Je te laisserai des mots,Patrick Watson ,mcdO9UP0hp8,2021,Sep,1
Ontario,Novo Amor ,QllxjYy7FXU,2021,Sep,1
Video Games (Remastered),Lana Del Rey ,mhr4YecSV_Y,2021,Sep,1
Come Undone,Duran Duran ,5X5KweDhsaI,2021,Sep,2
Vacances,L'Impératrice ,NXpjvEkPTto,2021,Sep,1
Juvenile,The Blaze ,9-u7vada4HU,2021,Sep,1
Là-haut,L'Impératrice ,uXTKZryD8yY,2021,Sep,1
Vérité,Claire Laffut ,AjeE10OtHUk,2021,Sep,1
Error 404,L'Impératrice ,qGYn6Fvdpfg,2021,Sep,1
Prettiest Virgin,Agar Agar ,xvDe_EIcOd4,2021,Sep,1
Always Forever,Cults ,TlMgAsAmQKE,2021,Sep,1
OK,Wallows ,mLKnxozb13s,2021,Sep,1
Hentai,Cigarettes After Sex ,IsAyOwvGUxQ,2021,Sep,1
Weird Around You,Eerie Summer ,IXWUFxV1zSY,2021,Sep,1
Black Lagoon,Still Corners ,dsF3sDqo_AE,2021,Sep,1
Shadows (Midnight Version),Roosevelt ,FcNpM2aqxYE,2021,Sep,1
Feel Your Weight (Poolside Remix),Rhye ,cT_Q-psbmtY,2021,Sep,1
Parfum thérémine,L'Impératrice ,J1XrEpIVEpY,2021,Sep,2
justified,Kacey Musgraves ,faDY3eK7dLk,2021,Sep,1
White Flag,Clairo ,DZISUqrxI54,2021,Sep,3
Mannequin,Yuna Zarai ,jpHVSGQ2qAk,2021,Sep,1
prom dress,mxmtoon ,Vd0_jUiAY6E,2021,Sep,2
Throwaway,SG Lewis ,osSpZKk4rfk,2021,Sep,1
Finding My Way Home,Far Caspian ,mHTnpLAhV7M,2021,Sep,3
The Warning,Kindness ,Xxbvso48uvg,2021,Sep,1
i'll die anyway.,girl in red ,mce4_VEtel4,2021,Sep,1
good life,Rose Gray ,C7zEgPctNrM,2021,Sep,1
4am,girl in red ,yj-SHsKfsmA,2021,Sep,1
girls,girl in red ,RGIMjoN2MGQ,2021,Sep,1
.,girl in red ,HfFjESVscKM,2021,Sep,1
Maybe You're the Reason,The Japanese House ,cKpMj1MHzvw,2021,Sep,2
Flaming Hot Cheetos,Clairo ,d8dL4669L-8,2021,Sep,2
Private Presley,Peach Pit ,wil4IIZEt-c,2021,Sep,1
Embrace,Lanks ,C4J8NLrdUec,2021,Sep,1
Paris,L'Impératrice ,lPbeANpSSMA,2021,Sep,2
Mai,Videoclub ,V6wUpmmOhyg,2021,Sep,1
Déjà Venise,Clio ,d2O11c9nNq0,2021,Sep,1
Rue de Prague,Clio ,xZNxp77dOtE,2021,Sep,1
Toi Et Moi,Paradis ,2Hg3rNTVTRc,2021,Sep,1
Amoureuse,Clio ,ME5PkJwbwhY,2021,Sep,1
T’as vu,Clio ,xQaV43Cptlg,2021,Sep,1
Always,Bon Jovi ,p__81XMLRvA,2021,Sep,1
November Rain,Guns N' Roses ,y6lfK3bH4z8,2021,Sep,2
"How Deep Is Your Love (From ""Saturday Night Fever"" Soundtrack)",Bee Gees ,jwikdkqYw6o,2021,Sep,1
Shape Of My Heart,Sting ,dOjFcx3GJHg,2021,Sep,1
Father Figure (Remastered),George Michael ,2WNVNAOQWCE,2021,Sep,1
